Area Name,Year,Sex,Total
John d'Or Prairie 215,2007,3,1086
Tall Cree 173,2007,3,206
Tall Cree 173A,2007,3,137
Beaver Ranch 163,2007,3,15
Boyer 164,2007,3,193
Child Lake 164A,2007,3,169
Hay Lake 209,2007,3,993
Bushe River 207,2007,3,432
Upper Hay River 212,2007,3,299
Kapawe'no First Nation (Halcro 150C),2007,3,0
Little Buffalo,2007,3,402
Carcajou 187,2007,3,0
Desmarais,2007,3,94
Woodland Cree 226,2007,3,511
Woodland Cree 228,2007,3,129
Kapawe'no First Nation (Grouard 230),2007,3,0
Fort Vermilion 173B,2007,3,80
Loon Lake 235,2007,3,459
Fox Creek,2007,3,2342
Grande Cache,2007,3,4047
Greenview No. 16,2007,3,5648
Valleyview,2007,3,1811
Sturgeon Lake 154,2007,3,1118
Sturgeon Lake 154A,2007,3,22
Grande Prairie County No. 1,2007,3,19409
Hythe,2007,3,839
Beaverlodge,2007,3,2395
Wembley,2007,3,1521
Grande Prairie,2007,3,51843
Sexsmith,2007,3,2161
Peace River,2007,3,6777
Smoky River No. 130,2007,3,2472
McLennan,2007,3,858
Donnelly,2007,3,311
Falher,2007,3,1006
Girouxville,2007,3,285
Birch Hills County,2007,3,1547
Spirit River No. 133,2007,3,704
Rycroft,2007,3,659
Spirit River,2007,3,1158
Saddle Hills County,2007,3,2533
Fairview No. 136,2007,3,1856
Fairview,2007,3,3435
Peace No. 135,2007,3,1541
Berwyn,2007,3,531
Grimshaw,2007,3,2671
Horse Lakes 152B,2007,3,366
Duncan's 151A,2007,3,118
Cypress County,2008,1,3832
Medicine Hat,2008,1,30445
Forty Mile County No. 8,2008,1,1835
Foremost,2008,1,273
Bow Island,2008,1,974
Redcliff,2008,1,2889
Warner County No. 5,2008,1,2033
Coutts,2008,1,149
Milk River,2008,1,417
Warner,2008,1,159
Raymond,2008,1,1731
Stirling,2008,1,512
Lethbridge County,2008,1,5612
Lethbridge,2008,1,40380
Coalhurst,2008,1,896
Nobleford,2008,1,427
Barons,2008,1,154
Picture Butte,2008,1,866
Coaldale,2008,1,3580
Taber,2008,1,3586
Taber,2008,1,4066
Barnwell,2008,1,347
Vauxhall,2008,1,620
Newell County No. 4,2008,1,3774
Tilley,2008,1,208
Brooks,2008,1,7357
Duchess,2008,1,540
Rosemary,2008,1,192
Bassano,2008,1,712
Cardston County,2008,1,2087
Magrath,2008,1,1063
Improvement District No. 4 Waterton,2008,1,63
Cardston,2008,1,1719
Glenwood,2008,1,144
Hill Spring,2008,1,98
Pincher Creek No. 9,2008,1,1775
Pincher Creek,2008,1,1854
Cowley,2008,1,123
Willow Creek No. 26,2008,1,2821
Fort Macleod,2008,1,1571
Granum,2008,1,221
Claresholm,2008,1,1870
Stavely,2008,1,251
Nanton,2008,1,1043
Piikani 147,2008,1,676
Blood 148,2008,1,2277
Blood 148A,2008,1,0
Acadia No. 34,2008,1,294
Special Area No. 2,2008,1,1130
Empress,2008,1,74
Hanna,2008,1,1470
Special Area No. 3,2008,1,672
Oyen,2008,1,493
Cereal,2008,1,66
Youngstown,2008,1,87
Special Area No. 4,2008,1,753
Veteran,2008,1,145
Consort,2008,1,376
Vulcan County,2008,1,2044
Carmangay,2008,1,182
Champion,2008,1,184
Vulcan,2008,1,952
Lomond,2008,1,102
Milo,2008,1,56
Arrowwood,2008,1,107
Wheatland County,2008,1,4507
Strathmore,2008,1,5856
Hussar,2008,1,104
Standard,2008,1,210
Rockyford,2008,1,167
Drumheller,2008,1,4549
Starland County,2008,1,1172
Delia,2008,1,105
Munson,2008,1,121
Morrin,2008,1,132
Kneehill County,2008,1,2763
Carbon,2008,1,314
Acme,2008,1,375
Linden,2008,1,339
Three Hills,2008,1,1560
Trochu,2008,1,513
Siksika 146,2008,1,1519
Foothills No. 31,2008,1,10765
High River,2008,1,6012
Longview,2008,1,159
Turner Valley,2008,1,1049
Black Diamond,2008,1,1055
Okotoks,2008,1,10643
Rocky View County,2008,1,18448
Calgary,2008,1,547991
Chestermere,2008,1,6269
Cochrane,2008,1,7927
Airdrie,2008,1,18253
Irricana,2008,1,646
Beiseker,2008,1,433
Crossfield,2008,1,1477
Mountain View County,2008,1,6722
Carstairs,2008,1,1582
Cremona,2008,1,246
Didsbury,2008,1,2341
Olds,2008,1,3891
Sundre,2008,1,1301
Eden Valley 216,2008,1,251
Tsuu T'ina Nation 145 (Sarcee 145),2008,1,1299
Provost No. 52,2008,1,1359
Provost,2008,1,1086
Czar,2008,1,97
Hughenden,2008,1,126
Amisk,2008,1,90
Paintearth County No. 18,2008,1,1115
Coronation,2008,1,527
Castor,2008,1,448
Halkirk,2008,1,55
Stettler County No. 6,2008,1,2823
Big Valley,2008,1,190
Gadsby,2008,1,17
Botha,2008,1,99
Stettler,2008,1,2840
White Sands,2008,1,64
Rochon Sands,2008,1,35
Donalda,2008,1,131
Flagstaff County,2008,1,1881
Alliance,2008,1,91
Galahad,2008,1,62
Forestburg,2008,1,464
Heisler,2008,1,85
Daysland,2008,1,402
Strome,2008,1,128
Killam,2008,1,510
Sedgewick,2008,1,451
Lougheed,2008,1,119
Hardisty,2008,1,376
Wainwright No. 61,2008,1,2094
Chauvin,2008,1,192
Edgerton,2008,1,192
Wainwright,2008,1,2944
Irma,2008,1,241
Red Deer County,2008,1,10306
Elnora,2008,1,146
Delburne,2008,1,406
Jarvis Bay,2008,1,96
Bowden,2008,1,643
Innisfail,2008,1,3862
Penhold,2008,1,1140
Red Deer,2008,1,45846
Sylvan Lake,2008,1,6012
Norglenwold,2008,1,131
Lacombe County,2008,1,5601
Birchcliff,2008,1,61
Eckville,2008,1,529
Half Moon Bay,2008,1,19
Bentley,2008,1,539
Sunbreaker Cove,2008,1,55
Gull Lake,2008,1,86
Blackfalds,2008,1,2900
Lacombe,2008,1,5681
Clive,2008,1,316
Alix,2008,1,471
Ponoka County,2008,1,4755
Ponoka,2008,1,3315
Parkland Beach,2008,1,67
Rimbey,2008,1,1127
Samson 137,2008,1,1881
Samson 137A,2008,1,22
Montana 139,2008,1,339
Clearwater County,2008,1,6648
Burnstick Lake,2008,1,16
Caroline,2008,1,280
Rocky Mountain House,2008,1,3669
O'Chiese 203,2008,1,301
Sunchild 202,2008,1,305
Big Horn 144A,2008,1,78
Camrose County,2008,1,4058
Bashaw,2008,1,402
Rosalind,2008,1,103
Ferintosh,2008,1,84
Edberg,2008,1,80
New Norway,2008,1,163
Bawlf,2008,1,194
Camrose,2008,1,8225
Bittern Lake,2008,1,132
Hay Lakes,2008,1,220
Beaver County,2008,1,3103
Tofield,2008,1,1001
Ryley,2008,1,242
Holden,2008,1,205
Viking,2008,1,501
Minburn County No. 27,2008,1,1832
Vegreville,2008,1,2795
Innisfree,2008,1,112
Minburn,2008,1,42
Mannville,2008,1,404
Vermilion River County,2008,1,4171
Paradise Valley,2008,1,89
Lloydminster (Part),2008,1,8910
Kitscoty,2008,1,395
Vermilion,2008,1,2046
Marwayne,2008,1,287
Dewberry,2008,1,107
Two Hills County No. 21,2008,1,1639
Myrnam,2008,1,192
Two Hills,2008,1,577
Willingdon,2008,1,153
Lamont County,2008,1,2184
Andrew,2008,1,229
Mundare,2008,1,380
Chipman,2008,1,144
Lamont,2008,1,854
Bruderheim,2008,1,651
Improvement District No. 13 Elk Island,2008,1,8
Makaoo (Part) 120,2008,1,81
Wetaskiwin County No. 10,2008,1,5800
Wetaskiwin,2008,1,6053
Argentia Beach,2008,1,22
Grandview,2008,1,62
Poplar Bay,2008,1,42
Crystal Springs,2008,1,57
Norris Beach,2008,1,21
Ma-Me-O Beach,2008,1,63
Silver Beach,2008,1,24
Millet,2008,1,1124
Leduc County,2008,1,7213
Beaumont,2008,1,5641
Leduc,2008,1,10411
Devon,2008,1,3369
Calmar,2008,1,1056
Sundance Beach,2008,1,52
Thorsby,2008,1,518
Itaska Beach,2008,1,16
Golden Days,2008,1,101
Warburg,2008,1,357
Breton,2008,1,272
Drayton Valley,2008,1,3760
Brazeau County,2008,1,3876
Parkland County,2008,1,16133
Seba Beach,2008,1,91
Betula Beach,2008,1,7
Point Alison,2008,1,9
Lakeview,2008,1,18
Kapasiwin,2008,1,6
Wabamun,2008,1,344
Spring Lake,2008,1,271
Stony Plain,2008,1,6911
Spruce Grove,2008,1,11734
Strathcona County,2008,1,45411
Fort Saskatchewan,2008,1,8834
Sturgeon County,2008,1,10601
Edmonton,2008,1,402384
St. Albert,2008,1,30586
Gibbons,2008,1,1491
Redwater,2008,1,1107
Bon Accord,2008,1,808
Morinville,2008,1,3912
Legal,2008,1,625
Ermineskin 138,2008,1,849
Pigeon Lake 138A,2008,1,206
Louis Bull 138B,2008,1,679
Stony Plain 135,2008,1,694
Alexander 134,2008,1,526
Wabamun 133A,2008,1,576
Wabamun 133B,2008,1,10
Cold Lake,2008,1,7042
Bonnyville No. 87,2008,1,5877
Bonnyville,2008,1,3206
Bonnyville Beach,2008,1,49
Glendon,2008,1,234
Pelican Narrows,2008,1,79
St. Paul County No. 19,2008,1,3239
Elk Point,2008,1,768
St. Paul,2008,1,2615
Horseshoe Bay,2008,1,75
Smoky Lake County,2008,1,1924
Vilna,2008,1,128
Waskatenau,2008,1,131
Smoky Lake,2008,1,487
Lac la Biche County,2008,1,4724
Unipouheos 121,2008,1,403
Puskiakiwenin 122,2008,1,240
Saddle Lake 125,2008,1,2118
White Fish Lake 128,2008,1,698
Cold Lake 149,2008,1,261
Kehewin 123,2008,1,553
Cold Lake 149A,2008,1,29
Cold Lake 149B,2008,1,71
Beaver Lake 131,2008,1,213
Heart Lake 167,2008,1,84
Lac Ste. Anne County,2008,1,5544
Mayerthorpe,2008,1,759
Nakamun Park,2008,1,39
Val Quentin,2008,1,93
West Cove,2008,1,79
Yellowstone,2008,1,74
Ross Haven,2008,1,91
Castle Island,2008,1,9
Silver Sands,2008,1,72
Sunset Point,2008,1,125
Alberta Beach,2008,1,470
Birch Cove,2008,1,24
Onoway,2008,1,486
South View,2008,1,45
Sandy Beach,2008,1,131
Sunrise Beach,2008,1,87
Barrhead County No. 11,2008,1,3275
Barrhead,2008,1,2157
Westlock County,2008,1,3942
Woodlands County,2008,1,2405
Whitecourt,2008,1,5260
Westlock,2008,1,2426
Clyde,2008,1,254
Larkspur,2008,1,29
Thorhild County No. 7,2008,1,1958
Athabasca County,2008,1,4226
Mewatha Beach,2008,1,74
Boyle,2008,1,473
Sunset Beach,2008,1,36
Athabasca,2008,1,1396
Island Lake,2008,1,174
Island Lake South,2008,1,47
Bondiss,2008,1,65
South Baptiste,2008,1,34
West Baptiste,2008,1,41
Whispering Hills,2008,1,66
Alexis 133,2008,1,437
Yellowhead County,2008,1,5613
Hinton,2008,1,5352
Edson,2008,1,4497
Improvement District No. 25 Willmore Wilderness,2008,1,0
Crowsnest Pass,2008,1,3026
Kananaskis,2008,1,224
Bighorn No. 8,2008,1,755
Canmore,2008,1,6603
Ghost Lake,2008,1,42
Waiparous,2008,1,27
Improvement District No. 9 Banff,2008,1,651
Jasper,2008,1,2432
Banff,2008,1,4011
Improvement District No. 12 Jasper Park,2008,1,14
Ranchland No. 66,2008,1,45
"Stoney 142, 143, 144",2008,1,1553
Wood Buffalo,2008,1,33284
Improvement District No. 24 Wood Buffalo,2008,1,279
Janvier 194,2008,1,144
Gregoire Lake 176,2008,1,84
Gregoire Lake 176A,2008,1,33
Chipewyan 201A,2008,1,1
Old Fort 217,2008,1,0
Allison Bay 219,2008,1,38
Dog Head 218,2008,1,49
Charles Lake 225,2008,1,0
Fort McKay 174,2008,1,0
Namur River 174A,2008,1,0
Namur Lake 174B,2008,1,0
Fort Mackay,2008,1,286
Thebathi 196,2008,1,13
Thabacha Náre 196A,2008,1,0
High Prairie,2008,1,1401
Swan Hills,2008,1,895
Northern Sunrise County,2008,1,973
Big Lakes,2008,1,3246
Slave Lake,2008,1,3662
Opportunity No. 17,2008,1,1601
Lesser Slave River No.124,2008,1,1600
Nampa,2008,1,179
Clear Hills,2008,1,1533
Hines Creek,2008,1,223
Northern Lights County,2008,1,2144
Manning,2008,1,718
High Level,2008,1,2094
Mackenzie County,2008,1,5625
Rainbow Lake,2008,1,540
Jean Baptiste Gambler 183,2008,1,137
Wabasca 166,2008,1,59
Wabasca 166A,2008,1,363
Wabasca 166B,2008,1,122
Wabasca 166C,2008,1,95
Wabasca 166D,2008,1,461
Utikoomak Lake 155,2008,1,366
Clear Hills 152C,2008,1,0
Utikoomak Lake 155A,2008,1,57
Drift Pile River 150,2008,1,427
Sucker Creek 150A,2008,1,335
Kapawe'no First Nation (Pakashan 150D),2008,1,1
Swan River 150E,2008,1,157
Sawridge 150G,2008,1,28
Sawridge 150H,2008,1,2
Fox Lake 162,2008,1,948
Kapawe'no First Nation (Freeman 150B),2008,1,63
John d'Or Prairie 215,2008,1,553
Tall Cree 173,2008,1,112
Tall Cree 173A,2008,1,74
Beaver Ranch 163,2008,1,9
Boyer 164,2008,1,104
Child Lake 164A,2008,1,94
Hay Lake 209,2008,1,562
Bushe River 207,2008,1,223
Upper Hay River 212,2008,1,172
Kapawe'no First Nation (Halcro 150C),2008,1,0
Little Buffalo,2008,1,206
Carcajou 187,2008,1,0
Desmarais,2008,1,45
Woodland Cree 226,2008,1,298
Woodland Cree 228,2008,1,66
Kapawe'no First Nation (Grouard 230),2008,1,0
Fort Vermilion 173B,2008,1,44
Loon Lake 235,2008,1,240
Fox Creek,2008,1,1256
Grande Cache,2008,1,2252
Greenview No. 16,2008,1,2893
Valleyview,2008,1,923
Sturgeon Lake 154,2008,1,608
Sturgeon Lake 154A,2008,1,12
Grande Prairie County No. 1,2008,1,10421
Hythe,2008,1,412
Beaverlodge,2008,1,1217
Wembley,2008,1,800
Grande Prairie,2008,1,27900
Sexsmith,2008,1,1166
Peace River,2008,1,3514
Smoky River No. 130,2008,1,1332
McLennan,2008,1,412
Donnelly,2008,1,164
Falher,2008,1,495
Girouxville,2008,1,144
Birch Hills County,2008,1,839
Spirit River No. 133,2008,1,373
Rycroft,2008,1,349
Spirit River,2008,1,561
Saddle Hills County,2008,1,1311
Fairview No. 136,2008,1,952
Fairview,2008,1,1650
Peace No. 135,2008,1,817
Berwyn,2008,1,284
Grimshaw,2008,1,1365
Horse Lakes 152B,2008,1,191
Duncan's 151A,2008,1,62
Cypress County,2008,2,3448
Medicine Hat,2008,2,30891
Forty Mile County No. 8,2008,2,1733
Foremost,2008,2,276
Bow Island,2008,2,982
Redcliff,2008,2,2722
Warner County No. 5,2008,2,1888
Coutts,2008,2,156
Milk River,2008,2,429
Warner,2008,2,166
Raymond,2008,2,1821
Stirling,2008,2,515
Lethbridge County,2008,2,5075
Lethbridge,2008,2,41883
Coalhurst,2008,2,875
Nobleford,2008,2,412
Barons,2008,2,139
Picture Butte,2008,2,811
Coaldale,2008,2,3407
Taber,2008,2,3235
Taber,2008,2,4111
Barnwell,2008,2,345
Vauxhall,2008,2,570
Newell County No. 4,2008,2,3414
Tilley,2008,2,181
Brooks,2008,2,6374
Duchess,2008,2,499
Rosemary,2008,2,188
Bassano,2008,2,666
Cardston County,2008,2,2153
Magrath,2008,2,1176
Improvement District No. 4 Waterton,2008,2,68
Cardston,2008,2,1908
Glenwood,2008,2,144
Hill Spring,2008,2,99
Pincher Creek No. 9,2008,2,1615
Pincher Creek,2008,2,1955
Cowley,2008,2,111
Willow Creek No. 26,2008,2,2669
Fort Macleod,2008,2,1633
Granum,2008,2,217
Claresholm,2008,2,1960
Stavely,2008,2,230
Nanton,2008,2,1109
Piikani 147,2008,2,653
Blood 148,2008,2,2289
Blood 148A,2008,2,0
Acadia No. 34,2008,2,258
Special Area No. 2,2008,2,997
Empress,2008,2,83
Hanna,2008,2,1450
Special Area No. 3,2008,2,562
Oyen,2008,2,534
Cereal,2008,2,70
Youngstown,2008,2,94
Special Area No. 4,2008,2,690
Veteran,2008,2,139
Consort,2008,2,367
Vulcan County,2008,2,1908
Carmangay,2008,2,174
Champion,2008,2,190
Vulcan,2008,2,1018
Lomond,2008,2,78
Milo,2008,2,55
Arrowwood,2008,2,111
Wheatland County,2008,2,4120
Strathmore,2008,2,5841
Hussar,2008,2,88
Standard,2008,2,188
Rockyford,2008,2,187
Drumheller,2008,2,3878
Starland County,2008,2,1191
Delia,2008,2,101
Munson,2008,2,101
Morrin,2008,2,125
Kneehill County,2008,2,2587
Carbon,2008,2,290
Acme,2008,2,311
Linden,2008,2,368
Three Hills,2008,2,1710
Trochu,2008,2,554
Siksika 146,2008,2,1465
Foothills No. 31,2008,2,10269
High River,2008,2,5997
Longview,2008,2,147
Turner Valley,2008,2,1023
Black Diamond,2008,2,1091
Okotoks,2008,2,10280
Rocky View County,2008,2,17247
Calgary,2008,2,531398
Chestermere,2008,2,6104
Cochrane,2008,2,7956
Airdrie,2008,2,17518
Irricana,2008,2,606
Beiseker,2008,2,396
Crossfield,2008,2,1356
Mountain View County,2008,2,6052
Carstairs,2008,2,1509
Cremona,2008,2,230
Didsbury,2008,2,2355
Olds,2008,2,4012
Sundre,2008,2,1351
Eden Valley 216,2008,2,231
Tsuu T'ina Nation 145 (Sarcee 145),2008,2,1259
Provost No. 52,2008,2,1180
Provost,2008,2,1076
Czar,2008,2,81
Hughenden,2008,2,113
Amisk,2008,2,100
Paintearth County No. 18,2008,2,1059
Coronation,2008,2,503
Castor,2008,2,527
Halkirk,2008,2,66
Stettler County No. 6,2008,2,2598
Big Valley,2008,2,176
Gadsby,2008,2,14
Botha,2008,2,88
Stettler,2008,2,2988
White Sands,2008,2,47
Rochon Sands,2008,2,30
Donalda,2008,2,116
Flagstaff County,2008,2,1662
Alliance,2008,2,78
Galahad,2008,2,64
Forestburg,2008,2,443
Heisler,2008,2,70
Daysland,2008,2,439
Strome,2008,2,120
Killam,2008,2,537
Sedgewick,2008,2,453
Lougheed,2008,2,112
Hardisty,2008,2,373
Wainwright No. 61,2008,2,1862
Chauvin,2008,2,139
Edgerton,2008,2,175
Wainwright,2008,2,2951
Irma,2008,2,222
Red Deer County,2008,2,9028
Elnora,2008,2,153
Delburne,2008,2,400
Jarvis Bay,2008,2,96
Bowden,2008,2,614
Innisfail,2008,2,4001
Penhold,2008,2,1088
Red Deer,2008,2,44915
Sylvan Lake,2008,2,5653
Norglenwold,2008,2,129
Lacombe County,2008,2,5217
Birchcliff,2008,2,61
Eckville,2008,2,523
Half Moon Bay,2008,2,16
Bentley,2008,2,580
Sunbreaker Cove,2008,2,56
Gull Lake,2008,2,96
Blackfalds,2008,2,2683
Lacombe,2008,2,5898
Clive,2008,2,311
Alix,2008,2,411
Ponoka County,2008,2,4312
Ponoka,2008,2,3614
Parkland Beach,2008,2,65
Rimbey,2008,2,1247
Samson 137,2008,2,1775
Samson 137A,2008,2,14
Montana 139,2008,2,338
Clearwater County,2008,2,5977
Burnstick Lake,2008,2,16
Caroline,2008,2,261
Rocky Mountain House,2008,2,3621
O'Chiese 203,2008,2,288
Sunchild 202,2008,2,303
Big Horn 144A,2008,2,83
Camrose County,2008,2,3640
Bashaw,2008,2,448
Rosalind,2008,2,93
Ferintosh,2008,2,85
Edberg,2008,2,86
New Norway,2008,2,158
Bawlf,2008,2,195
Camrose,2008,2,8826
Bittern Lake,2008,2,106
Hay Lakes,2008,2,188
Beaver County,2008,2,2820
Tofield,2008,2,1087
Ryley,2008,2,240
Holden,2008,2,193
Viking,2008,2,601
Minburn County No. 27,2008,2,1617
Vegreville,2008,2,3028
Innisfree,2008,2,117
Minburn,2008,2,41
Mannville,2008,2,416
Vermilion River County,2008,2,3808
Paradise Valley,2008,2,94
Lloydminster (Part),2008,2,8808
Kitscoty,2008,2,406
Vermilion,2008,2,2140
Marwayne,2008,2,293
Dewberry,2008,2,97
Two Hills County No. 21,2008,2,1471
Myrnam,2008,2,180
Two Hills,2008,2,639
Willingdon,2008,2,137
Lamont County,2008,2,1875
Andrew,2008,2,203
Mundare,2008,2,405
Chipman,2008,2,122
Lamont,2008,2,899
Bruderheim,2008,2,596
Improvement District No. 13 Elk Island,2008,2,8
Makaoo (Part) 120,2008,2,87
Wetaskiwin County No. 10,2008,2,5217
Wetaskiwin,2008,2,6391
Argentia Beach,2008,2,16
Grandview,2008,2,62
Poplar Bay,2008,2,40
Crystal Springs,2008,2,51
Norris Beach,2008,2,22
Ma-Me-O Beach,2008,2,76
Silver Beach,2008,2,27
Millet,2008,2,1032
Leduc County,2008,2,6528
Beaumont,2008,2,5449
Leduc,2008,2,10212
Devon,2008,2,3275
Calmar,2008,2,984
Sundance Beach,2008,2,44
Thorsby,2008,2,467
Itaska Beach,2008,2,13
Golden Days,2008,2,81
Warburg,2008,2,351
Breton,2008,2,277
Drayton Valley,2008,2,3517
Brazeau County,2008,2,3502
Parkland County,2008,2,14730
Seba Beach,2008,2,92
Betula Beach,2008,2,6
Point Alison,2008,2,6
Lakeview,2008,2,15
Kapasiwin,2008,2,6
Wabamun,2008,2,296
Spring Lake,2008,2,259
Stony Plain,2008,2,7073
Spruce Grove,2008,2,11366
Strathcona County,2008,2,44521
Fort Saskatchewan,2008,2,8429
Sturgeon County,2008,2,9134
Edmonton,2008,2,395225
St. Albert,2008,2,30979
Gibbons,2008,2,1421
Redwater,2008,2,1056
Bon Accord,2008,2,774
Morinville,2008,2,3855
Legal,2008,2,610
Ermineskin 138,2008,2,817
Pigeon Lake 138A,2008,2,208
Louis Bull 138B,2008,2,612
Stony Plain 135,2008,2,629
Alexander 134,2008,2,516
Wabamun 133A,2008,2,548
Wabamun 133B,2008,2,10
Cold Lake,2008,2,6339
Bonnyville No. 87,2008,2,5181
Bonnyville,2008,2,3108
Bonnyville Beach,2008,2,48
Glendon,2008,2,229
Pelican Narrows,2008,2,75
St. Paul County No. 19,2008,2,2881
Elk Point,2008,2,767
St. Paul,2008,2,2843
Horseshoe Bay,2008,2,71
Smoky Lake County,2008,2,1777
Vilna,2008,2,141
Waskatenau,2008,2,143
Smoky Lake,2008,2,559
Lac la Biche County,2008,2,4494
Unipouheos 121,2008,2,404
Puskiakiwenin 122,2008,2,224
Saddle Lake 125,2008,2,2059
White Fish Lake 128,2008,2,579
Cold Lake 149,2008,2,257
Kehewin 123,2008,2,531
Cold Lake 149A,2008,2,18
Cold Lake 149B,2008,2,58
Beaver Lake 131,2008,2,200
Heart Lake 167,2008,2,85
Lac Ste. Anne County,2008,2,4950
Mayerthorpe,2008,2,760
Nakamun Park,2008,2,29
Val Quentin,2008,2,83
West Cove,2008,2,75
Yellowstone,2008,2,81
Ross Haven,2008,2,92
Castle Island,2008,2,11
Silver Sands,2008,2,67
Sunset Point,2008,2,116
Alberta Beach,2008,2,438
Birch Cove,2008,2,17
Onoway,2008,2,503
South View,2008,2,38
Sandy Beach,2008,2,117
Sunrise Beach,2008,2,78
Barrhead County No. 11,2008,2,2919
Barrhead,2008,2,2335
Westlock County,2008,2,3602
Woodlands County,2008,2,2021
Whitecourt,2008,2,4570
Westlock,2008,2,2728
Clyde,2008,2,252
Larkspur,2008,2,23
Thorhild County No. 7,2008,2,1659
Athabasca County,2008,2,3704
Mewatha Beach,2008,2,55
Boyle,2008,2,447
Sunset Beach,2008,2,35
Athabasca,2008,2,1481
Island Lake,2008,2,147
Island Lake South,2008,2,49
Bondiss,2008,2,58
South Baptiste,2008,2,29
West Baptiste,2008,2,42
Whispering Hills,2008,2,56
Alexis 133,2008,2,369
Yellowhead County,2008,2,4967
Hinton,2008,2,4840
Edson,2008,2,4167
Improvement District No. 25 Willmore Wilderness,2008,2,0
Crowsnest Pass,2008,2,2842
Kananaskis,2008,2,172
Bighorn No. 8,2008,2,683
Canmore,2008,2,6307
Ghost Lake,2008,2,38
Waiparous,2008,2,20
Improvement District No. 9 Banff,2008,2,519
Jasper,2008,2,2198
Banff,2008,2,3640
Improvement District No. 12 Jasper Park,2008,2,15
Ranchland No. 66,2008,2,42
"Stoney 142, 143, 144",2008,2,1515
Wood Buffalo,2008,2,27035
Improvement District No. 24 Wood Buffalo,2008,2,230
Janvier 194,2008,2,140
Gregoire Lake 176,2008,2,83
Gregoire Lake 176A,2008,2,42
Chipewyan 201A,2008,2,1
Old Fort 217,2008,2,0
Allison Bay 219,2008,2,32
Dog Head 218,2008,2,49
Charles Lake 225,2008,2,0
Fort McKay 174,2008,2,0
Namur River 174A,2008,2,0
Namur Lake 174B,2008,2,0
Fort Mackay,2008,2,271
Thebathi 196,2008,2,9
Thabacha Náre 196A,2008,2,0
High Prairie,2008,2,1421
Swan Hills,2008,2,755
Northern Sunrise County,2008,2,872
Big Lakes,2008,2,3040
Slave Lake,2008,2,3507
Opportunity No. 17,2008,2,1507
Lesser Slave River No.124,2008,2,1403
Nampa,2008,2,190
Clear Hills,2008,2,1347
Hines Creek,2008,2,211
Northern Lights County,2008,2,1935
Manning,2008,2,705
High Level,2008,2,1928
Mackenzie County,2008,2,5327
Rainbow Lake,2008,2,454
Jean Baptiste Gambler 183,2008,2,109
Wabasca 166,2008,2,49
Wabasca 166A,2008,2,352
Wabasca 166B,2008,2,121
Wabasca 166C,2008,2,92
Wabasca 166D,2008,2,462
Utikoomak Lake 155,2008,2,398
Clear Hills 152C,2008,2,0
Utikoomak Lake 155A,2008,2,56
Drift Pile River 150,2008,2,375
Sucker Creek 150A,2008,2,326
Kapawe'no First Nation (Pakashan 150D),2008,2,1
Swan River 150E,2008,2,163
Sawridge 150G,2008,2,20
Sawridge 150H,2008,2,9
Fox Lake 162,2008,2,973
Kapawe'no First Nation (Freeman 150B),2008,2,77
John d'Or Prairie 215,2008,2,563
Tall Cree 173,2008,2,96
Tall Cree 173A,2008,2,72
Beaver Ranch 163,2008,2,6
Boyer 164,2008,2,96
Child Lake 164A,2008,2,81
Hay Lake 209,2008,2,441
Bushe River 207,2008,2,233
Upper Hay River 212,2008,2,129
Kapawe'no First Nation (Halcro 150C),2008,2,0
Little Buffalo,2008,2,196
Carcajou 187,2008,2,0
Desmarais,2008,2,61
Woodland Cree 226,2008,2,262
Woodland Cree 228,2008,2,69
Kapawe'no First Nation (Grouard 230),2008,2,0
Fort Vermilion 173B,2008,2,41
Loon Lake 235,2008,2,241
Fox Creek,2008,2,998
Grande Cache,2008,2,1881
Greenview No. 16,2008,2,2661
Valleyview,2008,2,894
Sturgeon Lake 154,2008,2,523
Sturgeon Lake 154A,2008,2,12
Grande Prairie County No. 1,2008,2,9448
Hythe,2008,2,426
Beaverlodge,2008,2,1183
Wembley,2008,2,715
Grande Prairie,2008,2,25452
Sexsmith,2008,2,1078
Peace River,2008,2,3339
Smoky River No. 130,2008,2,1081
McLennan,2008,2,446
Donnelly,2008,2,152
Falher,2008,2,540
Girouxville,2008,2,138
Birch Hills County,2008,2,730
Spirit River No. 133,2008,2,336
Rycroft,2008,2,312
Spirit River,2008,2,577
Saddle Hills County,2008,2,1177
Fairview No. 136,2008,2,864
Fairview,2008,2,1751
Peace No. 135,2008,2,714
Berwyn,2008,2,248
Grimshaw,2008,2,1303
Horse Lakes 152B,2008,2,193
Duncan's 151A,2008,2,66
Cypress County,2008,3,7280
Medicine Hat,2008,3,61336
Forty Mile County No. 8,2008,3,3568
Foremost,2008,3,549
Bow Island,2008,3,1956
Redcliff,2008,3,5611
Warner County No. 5,2008,3,3921
Coutts,2008,3,305
Milk River,2008,3,846
Warner,2008,3,325
Raymond,2008,3,3552
Stirling,2008,3,1027
Lethbridge County,2008,3,10687
Lethbridge,2008,3,82263
Coalhurst,2008,3,1771
Nobleford,2008,3,839
Barons,2008,3,293
Picture Butte,2008,3,1677
Coaldale,2008,3,6987
Taber,2008,3,6821
Taber,2008,3,8177
Barnwell,2008,3,692
Vauxhall,2008,3,1190
Newell County No. 4,2008,3,7188
Tilley,2008,3,389
Brooks,2008,3,13731
Duchess,2008,3,1039
Rosemary,2008,3,380
Bassano,2008,3,1378
